,0
0790f8dc-0de3-e2f0-b71d-3dd5fd230a5b,0
b00b4f69-1b48-53aa-c8bb-b62149f228dc,1
456e080d-c041-85b1-fe34-c73cc913c2ac,0
0bd424bb-66b0-0e80-ab3d-a4f4ebaa54dd,0
f0621126-2104-c08a-f51b-4e287960a7a5,1
88396bd6-09a5-6a53-dd94-ffcf4ce2c60b,0
afb519f0-11ed-ec06-e618-ade776d0eff0,0
63dfabeb-e9be-f3e3-28ec-7be814488e45,1
8408138d-2e9a-e883-d83a-545077cc00ce,1
a0f0474d-12ff-0809-3cf0-890101f4a1b5,0
d531cffe-194d-52c7-f19e-f3450b2bc7bc,1
9cb6ec4d-7373-e207-2b3b-7cd97fc7675c,0
42e2748a-2f14-0c11-b106-1ccd476845da,0
0e5aa014-5df8-baac-fbff-1bd59c3c9f55,1
256d1fa0-8bfa-9dc1-8445-74b0753b902f,1
91fbdf18-1aef-1c70-9c15-cc1b556d9e99,0
f3d4ad4a-a16a-44a7-0646-1e36add12db1,1
ffffb11c-aa8e-88cb-85d4-56360a67fd86,0
f043a9ef-3e1a-7105-1dc5-7e363e891f83,1
9adc444d-aa0c-0fef-adcf-0525eb25902a,0
5ae09492-aa77-fa87-70f7-2a9be6d08971,1
fe0a893a-fe26-e5c3-56b8-0a02bd036b1a,0
62360a5e-d475-95d3-95be-baee719c50b2,0
fc85096f-3afc-84d0-bcca-4ef119ae2160,1
c455a0ba-1a58-1583-1dc8-90fbefbe511d,0
f38d6b96-e25b-6563-3548-e94ccda12ea5,1
5e2d5023-e80c-7a4a-9363-7d8c794686a3,0
69025809-fcd1-8a22-760c-d64b145d39dd,0
d5f5a083-171a-0b51-ecd9-6732cd743df6,1
06cd58fa-28e3-685a-1f4f-8d1081346567,0
db7533cb-e39d-b1cd-8a4f-4715ac9b14b1,0
3bf80a91-7d97-68d6-ac23-1c52068b4c1e,1
04ded42e-8699-1fbc-ed39-2d0a25228086,0
9992dd16-58cb-b55b-43b7-6f92c223f843,1
19f0008a-7fc9-a663-505c-333a5caf8cee,0
33d7a82e-141f-0e2d-2549-49435551d0ec,1
516ac97b-8379-d6d7-cd89-b542ec267b12,0
82ac58c3-08ce-4778-5b99-4e27e6fb41e6,1
51775ea7-5929-07ec-e956-9c3618aad23e,0
ec9c7a55-08d0-439f-cc97-d6e0bee9f277,0
2144336c-71bb-ab5c-1da0-db586cf92160,1
d58745ab-12f4-919d-37de-8f6e40c90524,0
9bdb008c-f1eb-8b80-a9a5-c266b801b2d3,1
0671dfb9-e614-7bde-d644-293c68ca54ca,0
90d47aef-61aa-da89-cd7b-9a8f0f038d37,1
76abc661-aea7-9c19-fa1f-758625c93f7f,0
fddcb4ec-c997-1e9a-5a51-0a7870af9fcd,0
3c584eaf-ca76-c633-c988-dea1ebc9613c,0
dfa1cd9b-b299-5b25-5732-9aaa069336eb,0
20e25241-8631-3d1e-1c2b-673210a7985e,1
f9869e9f-daaf-2587-a323-2eb4eced3d49,1
8d707523-e797-9f4e-ca23-ee21e78811ef,1
dde55e88-b506-460a-3304-622eb7379806,0
d0dd566e-2a71-118d-58e1-a6fa2eaea8a8,1
ab61676a-907a-5ebc-0c08-bee2ac6a05a2,0
2d8d2f44-4974-cd6e-e9e1-f3b9cad4d662,1
0d494373-dfb4-b962-d1f0-c0b427bad3f7,0
8e32b24e-834e-d74a-963a-aaca291f9f17,1
5e200595-bb80-66f7-9d71-a2cc0b5d8b6f,0
f9e52a01-5914-e83c-3160-41d4135dcc9b,0
95f77e66-ceae-c6dd-606f-3f47296b6054,1
ca57d2eb-36eb-d9e0-ab4c-39da2ec282a5,1
15c1dc2f-c1f5-b1e8-8ed7-e7b257368ef6,0
bb5f6afa-2f6a-36fe-aff9-35e2c813cc66,0
dd618bb9-fd88-bdf6-d1eb-054c73ae2eb7,1
06a82a9e-9c9c-6f85-120b-abd9d39cee46,0
0b4eea08-d1d1-5cd2-a424-67dbe5455f7a,1
bfd20b04-80e3-ffc5-6ac1-acdea190ff9e,0
d3f8881f-7825-508d-4c7a-4342760acb71,0
75b7ae24-e503-5bc3-6902-57566a6dedb5,1
89282a00-2c6d-a5cd-1a54-658502cec63d,0
95fc9d93-5f39-1179-456b-3a5d4536394f,1
612d66d3-d964-7935-cc2e-f39c64af570a,1
97e0175a-26ff-4557-f632-81a5803cc817,0
e0389b2a-6669-3c02-725f-e45f9bc39626,1
a53f87a1-a1ab-d109-07c4-55ac9bd111bd,0
ffc7971e-1521-0fb8-a3f8-1dbe9226562d,0
254b63cd-1157-f94b-3b45-5bc549afc894,1
5ef3d7b5-5c7d-cdd5-3226-eef11d9f54ff,0
22ef6b5d-9a6c-6070-893c-01acb6dbf203,1
4ed3036c-2877-a877-2140-371bee69f5c4,0
dc9fd277-1015-0a75-92f0-c25e65e99d52,1
dabbf507-4b91-3f41-945d-d23ca981aa82,0
fa1ed421-234f-0240-a8a1-b4835542fa74,0
45e1813d-e160-c5e9-b9bd-62e7155ef0d1,0
5b68e567-15bb-b7e1-0ea3-586a87b1f801,1
5ea74bc3-82cb-1bb9-61c9-e1b5617e61da,0
f89b1bf4-7ad1-e1ef-1626-9cd4f08f4d84,1
7e89f7e1-22fc-37e1-c5e7-5dbd94587ea8,0
c6a6c907-bfaa-0906-1c6a-5546b57ec348,1
e5fe179c-44c9-c188-4926-e7ba3344418a,1
b457bb61-baca-0672-a918-8ac203a562c4,0
e4506383-5cd0-c632-df7f-98514599c7ce,0
b6548294-0d89-e5e8-45fa-02d160b5e414,1
45fae7b5-747b-6d82-a641-2221f8772313,0
97807a14-73c6-2a5d-2e16-821aa6d44da9,1
06bae61f-2bf2-c123-f169-1d73e463c741,0
11770807-e088-3da0-df41-36529e92289c,1
e56b5ebe-389f-475b-1bbb-9a9b512eed1d,0
024b9d4b-fb4c-9c07-2a0b-c0820ef608b9,1
b9919f31-3d30-bb32-6cb9-c5bbb467dc0e,0
6768c656-e293-9315-9b33-38e49041d0a5,0
ec0cc821-4d01-dc98-5699-4659a471db33,1
f97b4bb6-b15e-2f27-0dfc-ef5839ee178b,0
ec310efb-260e-bdd8-32a7-40b4798c9a35,0
60efd27f-adb4-f58f-86c5-119e15cfef7f,0
cbfc6e9f-79a0-5011-9626-0a7935190d60,0
81b44278-b915-a574-4aa6-235685c45904,1
f649920f-dea2-094e-46a0-59dd834e91e0,1
03949b33-b9d1-ea45-c428-bc48f28512d6,0
686553c5-1c0d-9ce4-5867-6d8fa47e4317,1
e26e944d-fe0b-d79b-7ac5-df86e58130cc,0
c6e21213-3e2c-f24e-9b57-79ae5065d1da,1
b38d8b1d-720b-303b-93d8-7fc88248208b,0
b2771942-e9ff-e479-98fc-2582055cfaf4,1
8beae3c7-1e1b-25d6-4f7d-6389eb7d7726,0
a96d519a-83b5-87f1-1fed-5d49b4d290e7,0
35cbe857-811f-ee8b-7f9c-d628664f590d,1
76f2cbfb-18f3-14f2-86c1-7bee2b5fb6df,0
ca2c39cc-d423-7936-0793-db3ab7f66356,0
e462d206-3417-9e5b-2b8e-296b590f904f,1
a2651acf-1335-e29c-e788-693e6f1c375b,0
b76a7423-4721-c497-9d41-623d4027bb73,1
253cf6a4-00c2-b26d-88e1-0f63d59727e1,0
de45cff4-656d-bf95-7fbe-481ee9d2fe87,1
f6215c86-53ef-b91e-9c90-d49bebeb9587,0
ed3261c9-4d71-64e6-46ea-6487f595855c,0
eb99fd95-8721-262e-769e-35ce39531c2b,1
9d040d82-6ebd-c6df-5175-7b55dec3e1bb,0
417526c2-dab4-42b2-d9ae-5c25c6c946a0,1
8f3d0b16-87a2-bec2-566f-bd1199f81d2e,0
3495c68a-7c53-8208-407f-1142c481886f,0
0af36951-1559-cd4f-d9b4-efa3242c9bc2,0
11996e85-02d8-1532-fd7b-16fdcbb59561,0
290a2859-ce6a-16ff-fa30-503e86c88859,1
a1217a30-5341-5508-c030-a376dda72982,0
4b845fbe-c016-b98a-d14e-bb5fb55a271b,0
08fabfe7-19e1-b7d4-d20b-d09fc3935fb0,1
08aa3a1b-66bf-2618-8314-08cde56f6523,0
e36a37c9-c802-e457-577e-de6af9a2b47f,1
23436b3e-6f0a-667d-adec-8fa62e5d6304,1
8b56decb-2e39-06bb-67da-0e2c7264015c,0
d92cc4be-83da-5c39-38f7-e0eef3b48430,1
6a4707c8-d668-0fb2-34ad-e4953fcf71a2,1
8a0dd2c5-f231-2a2d-ab7b-8a472cf62046,0
26bb36cd-d402-cd04-b6bb-4f8f7d799e67,0
b97b79e5-0a7d-c6e2-bc91-cf55d1bd47bd,0
8504c757-e951-4021-1204-c4b69744041b,0
e3a701ab-4a26-66d3-599c-876bf95bf794,0
55009bd0-f25c-2063-304d-303e182b29f9,0
596c6676-a264-3d46-3062-5732e50afe29,1
1d2318fe-379a-e461-19d7-54f9d0b17414,1
37672c20-affd-9204-7f96-dbdbddb93e4b,1
9cbbc96c-9969-d886-2030-7f83e3036a01,0
a66b5771-8c1d-2152-740c-50bb46bac0db,1
b7f622af-c04f-a0f8-f234-205c869acf7d,0
6eac929a-d6e0-35d9-e78a-6ab69677e5b3,0
dcf8c952-7cf7-a5ac-0c87-89ccaf367a02,0
afc80cdc-9603-5fbb-2840-3f378d753924,0
3367e170-89b0-b2e7-d7c4-ec0ff57ac7a8,1
753fecd1-8fba-8cd6-afb6-c9016a5ff9de,1
33189cd4-f89b-297f-5174-301f16adbf4b,0
6fad1ce0-9743-10b0-18ee-b968f507f986,1
5ec95c26-673f-4c4c-5245-d22bde7e5ec0,0
976a1005-bd97-c77a-2cbb-f1ef58fce4f1,1
0ba1a04a-8f20-ab70-037d-dd66c58e5e6b,1
9463258e-5f06-3d65-651e-415565d2bdbe,1
06d65010-62ad-5c49-e739-4729250e618e,1
94444a66-284e-7f36-7882-3c386f05b80b,0
082a9f66-32d5-3c2e-7be9-9d2c013307d8,0
a0424613-8d82-b94b-c916-c7ad816f7c68,0
92df561d-d4d2-8d6c-40ca-6733c7fe4346,0
8621080c-44f6-04e1-391e-a15d938c5b03,0
4a5a2ee9-d81b-5bc9-0f72-16ab372dc4b7,1
216afad0-757c-a8c2-0eae-f0d57181b11f,1
84d97649-9a08-d4d0-89a5-9e8bdce65329,0
62d627d7-b223-5209-4340-8d7895bcf76a,1
d5a0c0ca-e48a-f5e3-2960-47757e29aa81,0
83d13f1e-e47c-8b1b-c53d-f978ab82fe28,0
a8250b9f-e9b0-75f0-a857-abf051c3a521,0
cd6b530d-d959-cf20-429a-b908cb7629e8,0
17d5d672-2c00-11a6-58a8-beb1f6f86bbd,1
c494b659-189b-7d98-b4a3-51bbe1f204b4,1
507786ba-135a-7126-e7f9-d740ad0e32f0,1
8a467460-dc78-0c8b-43ee-544e4bef7484,0
63802a05-42a1-54fa-c51f-b542a25944f4,1
c8c04578-77e2-dacd-4b37-d357bf0388a6,0
e4a3f806-2f8e-2d72-9382-e4f70ee7a6e5,0
d888a942-fbe4-bb71-ae18-a692fc4f7460,0
b6901ea4-4fe7-1193-be66-7d0e640c2f44,0
b1de66aa-a473-cad7-7a2b-47416584c328,1
4fe0f2c4-c1d7-638a-69c5-22ff107350f6,1
34d821d8-5666-ae3c-5c3a-a4a2135bf1b1,1
03a169f4-50a4-af8b-ab95-b3f0cf7ddcdd,1
710e79db-2d4c-591e-ca89-70726be0587a,1
c7f964d5-3ca7-6f73-0c19-78d38720ba7e,0
7dbc4030-8cb4-919b-a43c-81d4e8d7c9da,1
834b1ac5-2424-ae18-3de6-c2c7b46a3bab,0
2879c45c-e4b6-2c60-4fc9-8a3a22cfddd2,0
1b98fcec-b507-e437-49b7-21d8b4950424,0
11ead25a-3e0c-93a5-0df2-f7b4f8d2c475,0
f77bf3e5-6115-6f46-6b47-4bfab63ba777,0
fca7b099-bdfb-a60e-8d12-ecc1c2943074,1
d44fa2f0-0218-1f8d-fcd0-8cbf0a349602,1
47cdd03b-97a7-d5c6-1858-193c9885d680,1
a81c0504-87f3-7fff-4e8e-38005a5ec720,0
f9b9e3aa-e563-42c8-76cf-db9cc5d1aa1f,1
b224a2ca-06dc-5ec1-59a6-5c962b60a80b,0
1d28889a-cc56-c96c-dde2-e8fc24eadeee,0
d8b81f31-ba00-aa4b-7798-b4ef24d4c47f,0
dab542f0-2f58-9ca3-1dc8-aa1b0e9eb935,1
f974212d-c17f-261a-fc5e-22c778d01d1c,1
f54a7fb3-eac1-0bbc-abda-84c5dca87915,1
41abf319-2f76-cca1-1277-f125c4a4ae2d,0
bb2d9255-35ee-c01c-ace7-3359bf550f8c,1
647c5fc7-68f0-ce07-c73c-0a6469bf8716,0
545ae74b-cfa1-a553-5d67-187091c7aa4f,0
98c3d37b-f57e-979e-6303-f97bc66555f4,0
0bacbffe-72f0-7a65-3d80-7ea5efeb5552,0
c60dd77d-d8ef-721f-2c88-182c212ddced,1
b0a82b8f-7e9f-82af-13db-40fcb51d0776,1
97538385-f43f-6297-804d-12179ec42bf7,1
15e047c3-4860-d85f-8679-39d098301cb6,0
7140d3cb-822a-3212-c2d6-05e62a39cbaa,1
c140500c-0ee5-0965-e6bb-e6d2fef39de9,0
a78b241d-52b1-f5e3-4664-ff26b00c4b93,0
8fec972d-4027-59a8-91b6-2434a18f73a1,1
bb5a8505-ad70-36ab-303f-162ca6e4e669,0
ed23c124-2154-567c-5acd-8e30a4599ec2,1
5f37e9c4-6dee-a31c-1d8e-4e7e58c6717c,1
5b6b8360-02e4-123b-d3fa-acc3c9b6099a,0
77b9fe26-1463-ebcf-49a3-2d210b3d1a99,0
85ccfa81-2cc6-49fc-dc5f-a81c598f38cb,0
fb86a99c-472c-1bec-15bd-12875b0634ca,0
b5c2f47e-3391-4132-0b1d-16c04a9ceb87,1
8d0bb7c6-64ce-7349-1a3b-a3345119d36a,0
ae2e9968-cc39-ecb3-f174-a2221e1c18af,1
a74cd8bd-65f0-9eb6-f9eb-a1bc249c2e52,1
6f611c5b-1e9a-b522-bc21-3ccf62587307,0
04480333-ffc8-0e06-5fb8-a5aa3adcccf3,0
991790c3-4960-a2ae-f5ac-374389a82699,0
53007984-86ce-eb2a-1679-f3bec5ccb355,1
5bc13261-a1d6-c509-b341-bb8c8ad37f9d,0
319b10a8-1a35-c22d-e0aa-2afac4e9a93f,1
b61aa421-5239-6be8-9bd2-c44aa46da830,0
f3cd5dba-6d6c-d8fb-a746-883fba1c3068,1
4662b5e2-0708-e773-b88b-42447d6ee462,1
61c88843-c448-4310-3423-0afc6a811580,0
568c7eea-a47a-2cb5-ef53-9c27f976efbd,0
78ad2ace-8086-4944-c7b1-6fa2f1c122cc,0
5e1bbc13-ed78-c1b6-3d16-00c04696ea97,1
a7418d20-b928-76b6-1fd0-28397fdbcbb9,1
30d3cb86-2e68-84c9-a1a0-649c7c146bf1,1
6c398dd7-36ae-8137-a1d4-c207d5c3a899,0
474b57c6-245a-65ab-732e-996fe2d0eac9,1
efc955c9-980f-7d38-d2aa-351a9cf64f69,0
af1f80a4-11ff-4fcf-5e0c-9a5dee718a68,0
5b22d46b-4ff5-de5f-d183-f36e83909eb3,0
eda6f54b-f893-9253-5545-219be51a6df9,0
80ebfe24-2904-10a0-67c8-119bf21f11a4,1
b2fe35b4-5521-692c-0e36-c6d52b2217d3,0
2edc6208-42ce-e0cc-1e20-ec73a08153e0,0
800b21a8-42b3-77e4-84e2-51176835375e,1
77af998a-5345-68da-749f-437ed5ca1aca,0
f666c721-f847-5ef7-5967-644d084c0805,0
b3f8d130-2450-175e-bfa1-89c10f2a505e,0
26918566-fd6d-9d06-9d09-c35c89dab86f,0
ea9bf0c0-f85a-d22b-0ec4-bfe3d74b4b86,1
4366cf99-ab6e-bff8-0117-04946d0cfa31,1
47c3e7b6-8843-26f6-348e-a0703e3e5124,1
f7b3f0a7-e470-b700-27ac-bb9985f8b331,0
5fc99245-9963-e001-a351-a050eff27545,1
d6c12cb2-d987-db78-1d26-7b587b69d62b,0
641e4ae2-21ee-d441-8966-f5acc43b4d89,0
016e2f5c-0964-46a7-2d53-61a22ee92003,0
5e1e8d91-7dc2-6f97-8594-f8fe68641c89,0
0a96fe94-5836-40b4-4688-4a8591359a17,0
f25ed335-e333-13e8-4ab9-c289d37ef673,1
4b088a5b-c2f9-585b-de8d-1b2516526513,0
6d876866-25f8-a1b4-ae82-1afb9b8fdbf4,1
e2300982-5fa7-ab44-87d7-aec1d23bf1c4,0
b3ee8c2c-ff8a-0c5e-29d5-87de5deab2c8,1
dc426e64-16eb-9817-dba9-9badf1aaedc6,0
3340a1d1-fe34-85b2-25be-d9a111aabc6f,0
bd9cc3c2-fd24-7d69-6ebd-7fc4f6899d70,0
133619de-bf91-fb13-f0a6-eb5069a1ed67,0
89f4fe63-b225-691e-5c0a-1e26daa7c1b0,1
21a38fc7-714c-da38-840b-5b50560ec675,1
789977a3-44bf-cbd3-c337-6cec267d1de7,1
9c00d237-b5f2-2017-7814-a6caefbf4994,1
cac74300-ef6c-c801-97d5-f380be5b5379,0
ad4aa8ce-aed1-00c6-4744-7df081117757,0
94a982ff-b050-c4eb-6f27-3c4a2611ba7e,0
b9a0fbf2-8d56-ddb4-e962-fdea18a33ed0,0
2cd79d49-0a0e-d179-4ebd-a47e62290ce7,1
5fe3265a-dcfe-7351-2f29-670fb6c0c54b,1
70a63102-d9dd-aae7-9d26-522574a3620a,1
4f26e25e-8a86-f386-2845-c088b90df380,1
034e2304-e58d-f59c-afea-1a25a43f60e7,0
184ea9ad-90e2-0d57-6635-0ce675ee9284,0
1941691b-3f8e-0bcc-d86b-f48bc375669c,1
d4b17208-3ef1-21e8-e467-3a855a1ae773,1
52467273-a4d2-33ec-672a-b5f70b4ae980,1
9fbce948-dfc0-7ee9-dcc3-9cab298632bf,0
cc572d8d-0fe3-6175-66af-c0ab3d6573e4,1
f57719c8-3a85-9f3f-c9b0-0cf9ee2c310c,0
f9823227-5fae-8a81-2933-dfb8a1e39bb2,0
98bc9f77-952f-2940-9eaf-83bab8d643d2,0
b84da34b-e365-c57a-cad3-4b81785f6d7b,0
f9ac08fd-414c-2070-7a70-83b882f0e2f9,1
36ef2ee0-ee42-24a4-3310-75c3498de4ae,1
7e52fa1e-081a-5b94-6516-50d3ee129ab7,1
96c2158f-4ac9-2a59-994a-a1d94ab25ae3,0
a1f06e5f-f891-25f2-e644-6735b94af3ec,0
710cd09e-df19-8a7e-84eb-0a7f17872614,0
0c32f57e-3f0b-8ef0-3ec0-32232177012f,0
e63cf435-cff1-3c25-c911-c5ecb71f9e6a,0
4631bf31-5a93-b1e6-5a6c-685a6db8e8aa,1
696fa413-d9c9-d411-9219-9b2a6b20617c,1
b75e5b72-a790-1126-9bb7-ee26b748519a,1
599f1bf3-6825-d961-766a-0352996a474a,0
31e45812-774c-aac7-79d6-00695903d609,1
52df5329-fa38-0a67-e347-f4a9a5ff5818,0
1997284a-ea15-6cd6-1a60-b4fa4c84166b,0
3bbb12eb-ab5b-3e07-fd93-bd3dbbd00b5d,0
9441b178-690b-93b9-3d77-84169ae68e7d,0
01a5bb89-87fd-4435-fc7e-916679f7a522,1
2bfa018e-ae4d-3753-5bee-9662a9b3966a,1
bca88ecc-d96b-b339-e9b6-110044175014,1
91692a6d-d157-79cf-9a4c-b9a940984fdb,1
230cfabe-d700-03e4-1d58-342754807e22,0
d8c7bda7-df12-5822-6033-85839a3d9728,0
0afd7615-8b0f-b52a-f9a3-71a04cf5b55d,1
34dbdac8-dd89-6986-6834-b6cea7a2eadb,0
6f6e26cc-7334-5c71-7e0d-f3e2309b992b,1
8af41d60-31e4-7254-449f-760cc4d1122d,0
59edd9cc-6287-e119-f753-15e93cabe94c,0
3788e8f8-b520-e93a-3d3a-532832ee9b32,0
a9978b05-634d-c961-1eaa-c48de4594718,0
16ffd687-7ffa-27ab-4bde-ea2b5d4e40f8,1
32e9099e-c5ee-c030-1d21-4dcf0d7671fd,1
b1823cbc-58c3-01d4-9b47-728e547a5c66,1
9370aaf7-eba5-6a66-549f-5def73f2bbc4,0
ea73a792-7d56-8cd0-0011-73b7881e9755,1
c3bf9126-f83d-05a3-054a-383ed8a47245,0
0454939e-d836-7672-6a0d-6c97f6aa7b4c,0
e92fb66f-bbbb-14e5-d272-95b178ca6fe4,0
a7cbbe2e-8a3d-b3e4-32cc-6ecc20ee14d5,1
aa921f69-2a2a-74c3-a0d7-66812d022bab,1
85971add-1679-e6e4-e0fa-3ebe91e96f5b,1
a47e0eff-bd8f-6314-f0bb-efbd55bdcc7e,0
f47b02ab-17bc-6d7f-eaaa-ef7644618ceb,0
290bec40-985b-1815-955a-f181811381bf,0
deec0fce-26fa-62a4-23c1-58fd47875da4,0
1aa5c510-717e-e36f-4767-227c45a4c51b,0
f33a5f51-69e3-43c3-96b2-005e883b9140,0
a649f758-73c3-216d-68c2-7b0c50977b40,1
35d6e5ec-0fd2-2ed4-b07f-9b36e11e8461,1
7d78d99b-3e69-531f-8ecb-9d48ee2f8993,1
866ef679-98d9-f78b-50d8-826ad3c333dd,0
538c4a27-4789-0808-188d-9d4ba00b40c2,1
ec451fcc-cc35-4b17-01da-b0c0d1fbb0e1,1
008484a8-0972-d017-e5db-9296a3c14f2d,1
cd7be00e-a74b-2b5f-6e52-736ce0122d0c,1
a9f0ee00-943b-0202-ebaf-9f604c6ed679,0
eb8d9403-45b9-c07c-b813-1b03dc14cd8e,0
711b8f68-7bbb-61f1-a1c7-427d0e7441e2,0
3b8abeae-32d7-5d9c-3033-8aef745cf66c,0
f4e973c3-d775-2d2e-e23a-0d1fa55b8c38,0
63dd0f2b-956b-70fe-bfc2-488971d77df9,0
4e6b1fb3-09f9-aa29-503f-f7305a195890,1
d33bf3a4-88ff-700f-c68d-c8b78c31ea79,1
d0efa341-97ec-ec00-89c9-4c5d3c9d5875,1
2a29f07b-e633-d66a-d09d-6c9ba12ef77f,0
31ea0e06-d4ac-9ad8-6811-9a63e1b115b9,1
4f8561c6-a9bc-1f12-bd0b-93e285a0544c,0
49c0a0f3-6350-22fb-5441-c6253faed4d3,0
db2de510-f182-1b9d-b91d-5ddce3a94a04,0
b2c88098-fb4a-e5c8-c977-2b51e2e8a3a8,0
a8a6d9ce-7c5e-8b4c-dfdc-8c93d70815e1,1
0974acae-eeda-fa8b-b17b-a1bb8b4c119b,1
686e059a-ec62-0efc-6a90-87ac7c48157f,1
27663663-c791-c7a8-68fa-c2b40747d17b,0
cfdd320a-eecc-f8e7-3321-192ba36a2d6f,1
92053b01-48f9-e859-8f7c-f40a63f6d85f,1
a1654901-7f97-80d4-358a-137d49c3078c,0
db8f9da5-6cb5-809a-b236-a5c89c0545c4,1
6691bc2d-2211-313f-8ed0-5b4b9f0724af,1
ee5c0387-30ed-624c-f942-ec8bba2a89a7,1
6f178971-7de6-0943-3fd3-dc06d9a28168,0
